# Excluded rare, archaic, obsolete, historical, or legacy guesses
# Source: C:\Users\T-Dawg\vswordle\UnknownMediocreTutorial\server\wordlists\allowed_words.txt
# All words marked as feasible secrets, or listed in allowed_secrets.txt, were protected.
# Reviewed terms were removed by explicit category.
# Other non-secret terms were removed when their source Frequency was below 1.
# Protected secret rows kept: 4164
# Modern zero-frequency exceptions kept: 23
# Total excluded rows: 4811
#
word	frequency	probability	plural	reason
figos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fiked	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
filar	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
filks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fillo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
filos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
filum	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fiqhs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
firie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
firks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
firns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
firry	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fiscs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fisks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fitna	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fitte	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flabs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flaff	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flaks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flams	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flamy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flane	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flary	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flawn	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flawy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flaxy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fleam	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fleek	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flegs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fleme	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flews	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fleys	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flimp	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flirs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flisk	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flitt	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flobs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flong	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flors	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flosh	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flota	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flote	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flued	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fluey	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flump	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flurr	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fluty	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fluyt	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
flype	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fogie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fogou	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fohns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
foids	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
foins	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fomes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fonly	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
forby	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fordo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
forky	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fouat	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fouds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fouer	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fouet	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fowth	0	0	0	reviewed: obsolete or superseded spelling/form
foyne	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frabs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fraim	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frape	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fraus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
freit	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frena	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fribs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frigs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fritt	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frize	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
froes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frons	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frore	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frorn	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frory	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frows	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frowy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
frust	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fubby	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fubsy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fuero	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fuffs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fuffy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fuggy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fugie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fugio	0	0	0	reviewed: historical measure, coin, title, object, or specialized legacy term
fugle	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fugus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fujis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fumet	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fungs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fural	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
furca	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
furls	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
furol	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
furrs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
furzy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fusel	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fusks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fusts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fuzed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fuzee	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fuzil	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fyces	0	0	0	reviewed: highly regional or legacy dialect form
fyked	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fykes	0	0	0	reviewed: highly regional or legacy dialect form
fyles	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fyrds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
fytte	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gadge	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gadid	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gadje	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gadso	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaids	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gairs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaitt	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gajos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
galed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
galut	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
galvo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gamas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gambs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gamic	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gammy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gamps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ganch	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ganef	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ganev	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ganof	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gapos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gappy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gares	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
garms	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
garre	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
garum	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaspy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gasts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaths	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaucy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gauds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gauje	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaums	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaumy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaups	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gaurs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gavot	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gawcy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gawds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gawks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gawps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gawsy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gayal	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gazar	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gazoo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geals	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geans	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geare	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gebur	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gecks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geeps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geits	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gelds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gelid	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gelts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gemel	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gemot	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
genal	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
genas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
genip	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
genro	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
genty	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gerah	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geres	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gerle	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gerne	105865	0	0	reviewed: obsolete or superseded spelling/form
gesse	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
getas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geums	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
geyan	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ghees	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ghest	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gibel	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
giber	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gibes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gibli	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gibus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gighe	0	0	0	reviewed: obsolete or superseded spelling/form
gilas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gilpy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ginks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ginzo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gipon	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gippo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gippy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
girns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
girrs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
girsh	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
girts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gismo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gisms	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gitch	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
giust	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gived	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glaik	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glair	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glams	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glary	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glaum	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glaur	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glazy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gleba	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gleby	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glede	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gleds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gleek	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glees	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gleet	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gleis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glent	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gleys	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glias	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glibs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gliff	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glift	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glike	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glime	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glims	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glisk	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glits	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
globi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
globy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glode	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gloms	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glops	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glost	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glout	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gloze	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gluer	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glugs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
glums	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gluts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gnarr	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gnars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gnawn	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gnows	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goafs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goary	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goaty	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goban	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gobar	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gobis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
godso	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goels	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goety	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gogga	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goier	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gojis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goles	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
golps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gombo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gonef	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gonia	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gonif	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gonks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gonof	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gonys	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gooky	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goors	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goory	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goosy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gopak	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gopik	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goras	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gorms	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gormy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gorps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gorsy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gosht	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gothy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gouch	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gouks	0	0	0	reviewed: highly regional or legacy dialect form
goura	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gouts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gowds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gowfs	0	0	0	reviewed: highly regional or legacy dialect form
gowks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gowls	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
goxes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
graip	0	0	0	reviewed: highly regional or legacy dialect form
grame	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grapy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gravs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grebo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grege	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grese	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grews	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gride	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grigs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grike	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gript	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gripy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grisy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grith	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grize	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grogs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
groma	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grone	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
groof	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grots	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grouf	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grovy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grued	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grues	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grufe	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grume	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gryde	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gryke	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grype	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
grypt	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
guaco	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
guans	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
guars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gucks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gucky	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gudes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
guffs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gugas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
guimp	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gulas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gulfy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gulpy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gumps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gungy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gurge	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gurly	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gurns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gursh	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gusla	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gusle	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gusli	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
guyle	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
guyse	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyals	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyans	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gybed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gybes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyeld	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gymps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gynie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gynny	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gypos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyppo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyppy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyral	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyred	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyron	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gytes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyved	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
gyves	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haafs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
habus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hacek	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hadal	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haded	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haems	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haets	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haffs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hafts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haggs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haick	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haika	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haiks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haily	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haint	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hajes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hajis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hakas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hakus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haler	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
halid	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
halms	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hamal	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hamba	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hanap	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hanch	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haoma	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hared	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
harls	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
harns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
haros	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
hashy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
