# Excluded rare, archaic, obsolete, historical, or legacy guesses
# Source: C:\Users\T-Dawg\vswordle\UnknownMediocreTutorial\server\wordlists\allowed_words.txt
# All words marked as feasible secrets, or listed in allowed_secrets.txt, were protected.
# Reviewed terms were removed by explicit category.
# Other non-secret terms were removed when their source Frequency was below 1.
# Protected secret rows kept: 4164
# Modern zero-frequency exceptions kept: 23
# Total excluded rows: 4811
#
word	frequency	probability	plural	reason
kayos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kazis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kbars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kebar	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kebob	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kecks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kedgy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keefs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keeks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keema	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keeno	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keets	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keeve	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kehua	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keirs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kelep	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kelim	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kelps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kelpy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kembo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kembs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kempy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kench	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kepis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kerel	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kerfs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kerky	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
keros	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kerve	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kests	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ketas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ketes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ketol	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kevel	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kexes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khafs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khaph	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khats	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khazi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kheth	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khets	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khors	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khoum	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
khuds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kiaat	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kiack	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kibbi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kibei	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kibes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kibla	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kidel	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kidge	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kiefs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kiers	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kieve	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kievs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kikes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kikoi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kilps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kinos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kiore	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kipes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kirns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kirri	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kists	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kited	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kiter	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kithe	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kiths	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kitul	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kivas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
klaps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
klieg	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kliks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knags	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knaps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knarl	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knaur	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knawe	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knosp	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knout	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knubs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knurl	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knurr	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
knurs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koaps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koban	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kobos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koels	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koffs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kofta	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kohas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kojis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kokam	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kokas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koker	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kokra	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kokum	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kolas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
konbu	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
konks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kophs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koppa	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
korai	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koras	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koros	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
korun	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
korus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koses	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kotos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kotow	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
koura	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
krais	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
krans	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kreep	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kreng	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
krubi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ksars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kubie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kudus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kufis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kuias	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kukus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kulan	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kulfi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kumis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kumys	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kuris	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kurre	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kurus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kusso	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kutas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kutis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kutus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kuzus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kvass	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kwela	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kyack	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kyaks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kyang	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kyars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kybos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kydst	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kyloe	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kynde	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kynds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kypes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
kytes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laari	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
labda	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
labis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
labra	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lacet	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laers	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laevo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lahal	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laich	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laics	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laids	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laigh	0	0	0	reviewed: highly regional or legacy dialect form
laiks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lairy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laked	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laldy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lalls	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lamby	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lanch	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lanks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lants	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lapje	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lards	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
larky	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
larns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
larnt	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
larum	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lased	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lases	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lassu	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lassy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lathy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lauan	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laufs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laund	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laves	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lavvy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lawed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lawin	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lawks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lawny	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laxed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laxes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
laxly	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lazes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lazos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lazzi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lazzo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leady	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leams	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leany	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leare	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leats	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leaze	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leccy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ledes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ledgy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leear	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leeps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lefte	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lehrs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leirs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leish	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lemed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lemes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lengs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lenis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lenos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lepid	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lepra	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lered	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leres	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lerps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leses	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lests	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leuch	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leuco	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leuds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leugh	0	0	0	reviewed: highly regional or legacy dialect form
levas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
leves	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lexes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lezes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lezza	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
liart	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lichi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
licht	406129	0	0	reviewed: highly regional or legacy dialect form
lidos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
liefs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lieus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ligan	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ligge	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lills	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lilos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lilts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
limax	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
limbi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
limby	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
limen	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
limns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
limpa	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
liney	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lingy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
linns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
linos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lints	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
linty	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lipas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lipes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lipin	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lipos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lirks	0	0	0	reviewed: highly regional or legacy dialect form
lirot	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lisks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lisps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
litai	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lited	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
liths	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
livor	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loafs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loast	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loave	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lobus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
locie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
locis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loggy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loids	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loipe	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loirs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lokes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lolls	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lolog	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lomed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lomes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
looed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
looey	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loofa	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loofs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
looie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loord	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loppy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loric	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
losed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
losel	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
losen	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lotah	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lotas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lotes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loued	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
louma	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lound	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
louns	0	0	0	reviewed: highly regional or legacy dialect form
loure	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lours	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lownd	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lowne	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lowns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lowps	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lowse	0	0	0	reviewed: highly regional or legacy dialect form
lowts	0	0	0	reviewed: highly regional or legacy dialect form
loxed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
loxes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lozen	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luach	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lubra	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
ludos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luffs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luged	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luges	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lulus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lumas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lumbi	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lumme	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lummy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lunet	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lunks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lunts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lurer	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lurgy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lurry	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lushy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lusks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lusus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luvvy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luxed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luxer	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
luxes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lweis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lyams	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lyard	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lyart	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lycea	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lymes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lyses	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lysin	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lyted	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lytes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
lytta	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maaed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maare	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maars	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mabes	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
macas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maced	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
machs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
macle	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
madid	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maerl	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
magot	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mahua	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mahwa	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maiks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maise	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
makis	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
malax	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
malms	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
malmy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mamee	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maneh	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mangs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
manty	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
manul	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maqui	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
margs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
marms	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
maror	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
masas	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mased	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mases	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mashy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
masty	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
masus	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
matlo	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mauby	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mauds	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mausy	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mauts	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mavie	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mawed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mawks	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mawky	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mawns	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mawrs	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mayed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mayos	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mayst	48355	0	0	reviewed: archaic inflection or grammar
mazed	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
mazut	0	0	0	source Frequency below 1 (extremely rare or unattested in repository data)
meare	0	0	0	reviewed: obsolete or superseded spelling/form
